CountryName,CountryCode,RegionName,RegionCode,Jurisdiction,Date,C1E_School closing,C1E_Flag,C1NV_School closing,C1NV_Flag,C1V_School closing,C1V_Flag,C1_Notes,C2E_Workplace closing,C2E_Flag,C2NV_Workplace closing,C2NV_Flag,C2V_Workplace closing,C2V_Flag,C2_Notes,C3E_Cancel public events,C3E_Flag,C3NV_Cancel public events,C3NV_Flag,C3V_Cancel public events,C3V_Flag,C3_Notes,C4E_Restrictions on gatherings,C4E_Flag,C4NV_Restrictions on gatherings,C4NV_Flag,C4V_Restrictions on gatherings,C4V_Flag,C4_Notes,C5E_Close public transport,C5E_Flag,C5NV_Close public transport,C5NV_Flag,C5V_Close public transport,C5V_Flag,C5_Notes,C6E_Stay at home requirements,C6E_Flag,C6NV_Stay at home requirements,C6NV_Flag,C6V_Stay at home requirements,C6V_Flag,C6_Notes,C7E_Restrictions on internal movement,C7E_Flag,C7NV_Restrictions on internal movement,C7NV_Flag,C7V_Restrictions on internal movement,C7V_Flag,C7_Notes,C8E_International travel controls,C8NV_International travel controls,C8V_International travel controls,C8_Notes,E1_Income support,E1_Flag,E1_Notes,E2_Debt/contract relief,E2_Notes,E3_Fiscal measures,E3_Notes,E4_International support,E4_Notes,H1_Public information campaigns,H1_Flag,H1_Notes,H2_Testing policy,H2_Notes,H3_Contact tracing,H3_Notes,H4_Emergency investment in healthcare,H4_Notes,H5_Investment in vaccines,H5_Notes,H6E_Facial Coverings,H6E_Flag,H6NV_Facial Coverings,H6NV_Flag,H6V_Facial Coverings,H6V_Flag,H6_Notes,H7_Vaccination policy,H7_Flag,H7_Notes,H8E_Protection of elderly people,H8E_Flag,H8NV_Protection of elderly people,H8NV_Flag,H8V_Protection of elderly people,H8V_Flag,H8_Notes,M1_Notes,V1_Vaccine Prioritisation (summary),V1_Notes,V2A_Vaccine Availability (summary),V2_Notes,V2B_Vaccine age eligibility/availability age floor (general population summary),V2C_Vaccine age eligibility/availability age floor (at risk summary),V2D_Medically/ clinically vulnerable (Non-elderly),V2E_Education,V2F_Frontline workers  (non healthcare),V2G_Frontline workers  (healthcare),V3_Vaccine Financial Support (summary),V3_Notes,V4_Mandatory Vaccination (summary),V4_Notes,ConfirmedCases,ConfirmedDeaths,MajorityVaccinated,PopulationVaccinated,StringencyIndex_NonVaccinated,StringencyIndex_Vaccinated,StringencyIndex_SimpleAverage,StringencyIndex_WeightedAverage,GovernmentResponseIndex_NonVaccinated,GovernmentResponseIndex_Vaccinated,GovernmentResponseIndex_SimpleAverage,GovernmentResponseIndex_WeightedAverage,ContainmentHealthIndex_NonVaccinated,ContainmentHealthIndex_Vaccinated,ContainmentHealthIndex_SimpleAverage,ContainmentHealthIndex_WeightedAverage,EconomicSupportIndex
United Kingdom,GBR,,,NAT_GOV,20201212,0.00,,,,,,,1.00,1,,,,,,2.00,1,,,,,,0.00,,,,,,,1.00,1,,,,,,0.00,,,,,,,0.00,,,,,,,2.00,,,,2.00,1,,2.00,,0.00,,0.00,,2.00,1,,2.00,,1.00,,0.00,,0.00,,0.00,,,,,,,3.00,1,,0.00,,,,,,,,1,,1,,80+ yrs,80+ yrs,0,0,0,2,5,,0,,1830956,83208,NV,0.00,37.04,37.04,37.04,37.04,44.38,44.38,44.38,44.38,36.43,36.43,36.43,36.43,100.00
United Kingdom,GBR,,,NAT_GOV,20201213,0.00,,,,,,,1.00,1,,,,,,2.00,1,,,,,,0.00,,,,,,,1.00,1,,,,,,0.00,,,,,,,0.00,,,,,,,2.00,,,,2.00,1,,2.00,,0.00,,0.00,,2.00,1,,2.00,,1.00,,0.00,,0.00,,0.00,,,,,,,3.00,1,,0.00,,,,,,,,1,,1,,80+ yrs,80+ yrs,0,0,0,2,5,,0,,1849403,83688,NV,0.00,37.04,37.04,37.04,37.04,44.38,44.38,44.38,44.38,36.43,36.43,36.43,36.43,100.00
United Kingdom,GBR,,,NAT_GOV,20201214,0.00,,,,,,,1.00,1,,,,,,2.00,1,,,,,,0.00,,,,,,,1.00,1,,,,,,0.00,,,,,,,0.00,,,,,,,2.00,,,,2.00,1,,2.00,,0.00,,0.00,,2.00,1,,2.00,,1.00,,0.00,,0.00,,0.00,,,,,,,3.00,1,,0.00,,,,,,,,1,,1,,80+ yrs,80+ yrs,0,0,0,2,5,,0,,1869666,84194,NV,0.00,37.04,37.04,37.04,37.04,44.38,44.38,44.38,44.38,36.43,36.43,36.43,36.43,100.00
United Kingdom,GBR,,,NAT_GOV,20201215,0.00,,,,,,,1.00,1,,,,,,2.00,1,,,,,,0.00,,,,,,,1.00,1,,,,,,0.00,,,,,,,0.00,,,,,,,2.00,,,,2.00,1,,2.00,,0.00,,0.00,,2.00,1,,2.00,,1.00,,0.00,,0.00,,0.00,,,,,,,3.00,1,,0.00,,,,,,,,1,,1,,80+ yrs,80+ yrs,0,0,0,2,5,,0,,1888116,84701,NV,0.00,37.04,37.04,37.04,37.04,44.38,44.38,44.38,44.38,36.43,36.43,36.43,36.43,100.00
United Kingdom,GBR,,,NAT_GOV,20201216,0.00,,,,,,,1.00,1,,,,,,2.00,1,,,,,,0.00,,,,,,,1.00,1,,,,,,0.00,,,,,,,0.00,,,,,,,2.00,,,,2.00,1,,2.00,,0.00,,0.00,,2.00,1,,2.00,,1.00,,0.00,,0.00,,0.00,,,,,,,3.00,1,,0.00,,,,,,,,1,,1,,80+ yrs,80+ yrs,0,0,0,2,5,,0,,1913277,85185,NV,0.00,37.04,37.04,37.04,37.04,44.38,44.38,44.38,44.38,36.43,36.43,36.43,36.43,100.00
United Kingdom,GBR,,,NAT_GOV,20201217,0.00,,,,,,,1.00,1,,,,,,2.00,1,,,,,,0.00,,,,,,,1.00,1,,,,,,0.00,,,,,,,0.00,,,,,,,2.00,,,,2.00,1,,2.00,,0.00,,0.00,,2.00,1,,2.00,,1.00,,0.00,,0.00,,0.00,,,,,,,3.00,1,,0.00,,,,,,,,1,,1,,80+ yrs,80+ yrs,0,0,0,2,5,,0,,1948660,85752,NV,0.00,37.04,37.04,37.04,37.04,44.38,44.38,44.38,44.38,36.43,36.43,36.43,36.43,100.00
United Kingdom,GBR,,,NAT_GOV,20201218,0.00,,,,,,,1.00,1,,,,,,2.00,1,,,,,,0.00,,,,,,,1.00,1,,,,,,0.00,,,,,,,0.00,,,,,,,2.00,,,,2.00,1,,2.00,,0.00,,0.00,,2.00,1,,2.00,,1.00,,0.00,,0.00,,0.00,,,,,,,3.00,1,,0.00,,,,,,,,1,,1,,80+ yrs,80+ yrs,0,0,0,2,5,,0,,1977167,86338,NV,0.00,37.04,37.04,37.04,37.04,44.38,44.38,44.38,44.38,36.43,36.43,36.43,36.43,100.00
United Kingdom,GBR,,,NAT_GOV,20201219,0.00,,,,,,,1.00,1,,,,,,2.00,1,,,,,,0.00,,,,,,,1.00,1,,,,,,0.00,,,,,,,0.00,,,,,,,2.00,,,,2.00,1,,2.00,,0.00,,0.00,,2.00,1,,2.00,,1.00,,0.00,,0.00,,0.00,,,,,,,3.00,1,,0.00,,,,,,,,1,,1,,80+ yrs,80+ yrs,0,0,0,2,5,,0,,2004219,86886,NV,0.00,37.04,37.04,37.04,37.04,44.38,44.38,44.38,44.38,36.43,36.43,36.43,36.43,100.00
United Kingdom,GBR,,,NAT_GOV,20201220,0.00,,,,,,,1.00,1,,,,,,2.00,1,,,,,,0.00,,,,,,,1.00,1,,,,,,0.00,,,,,,,0.00,,,,,,,2.00,,,,2.00,1,,2.00,,0.00,,0.00,,2.00,1,,2.00,,1.00,,0.00,,0.00,,0.00,,,,,,,3.00,1,,0.00,,,,,,,,1,,1,,80+ yrs,80+ yrs,0,0,0,2,5,,0,,2040147,87437,NV,0.00,37.04,37.04,37.04,37.04,44.38,44.38,44.38,44.38,36.43,36.43,36.43,36.43,100.00
United Kingdom,GBR,,,NAT_GOV,20201221,0.00,,,,,,,1.00,1,,,,,,2.00,1,,,,,,0.00,,,,,,,1.00,1,,,,,,0.00,,,,,,,0.00,,,,,,,2.00,,,,2.00,1,,2.00,,0.00,,0.00,,2.00,1,,2.00,,1.00,,0.00,,0.00,,0.00,,,,,,,3.00,1,,0.00,,,,,,,,1,,1,,80+ yrs,80+ yrs,0,0,0,2,5,,0,,2073511,88039,NV,0.00,37.04,37.04,37.04,37.04,44.38,44.38,44.38,44.38,36.43,36.43,36.43,36.43,100.00
United Kingdom,GBR,,,NAT_GOV,20201222,0.00,,,,,,,1.00,1,,,,,,2.00,1,,,,,,0.00,,,,,,,1.00,1,,,,,,0.00,,,,,,,0.00,,,,,,,2.00,,,,2.00,1,,2.00,,0.00,,0.00,,2.00,1,,2.00,,1.00,,0.00,,0.00,,0.00,,,,,,,3.00,1,,0.00,,,,,,,,1,,1,,80+ yrs,80+ yrs,0,0,0,2,5,,0,,2110314,88668,NV,0.00,37.04,37.04,37.04,37.04,44.38,44.38,44.38,44.38,36.43,36.43,36.43,36.43,100.00
United Kingdom,GBR,,,NAT_GOV,20201223,0.00,,,,,,,1.00,1,,,,,,2.00,1,,,,,,0.00,,,,,,,1.00,1,,,,,,0.00,,,,,,,0.00,,,,,,,2.00,,,,2.00,1,,2.00,,0.00,,0.00,,2.00,1,,2.00,,1.00,,0.00,,0.00,,0.00,,,,,,,3.00,1,,0.00,,,,,,,,1,,1,,80+ yrs,80+ yrs,0,0,0,2,5,,0,,2149551,89297,NV,0.00,37.04,37.04,37.04,37.04,44.38,44.38,44.38,44.38,36.43,36.43,36.43,36.43,100.00
United Kingdom,GBR,,,NAT_GOV,20201224,0.00,,,,,,,1.00,1,,,,,,2.00,1,,,,,,0.00,,,,,,,1.00,1,,,,,,0.00,,,,,,,0.00,,,,,,,3.00,,,"passengers travelling from South Africa into England from 9am Thursday 24 December will not be permitted to enter, reflecting increased risk from new strain of coronavirus    https://web.archive.org/web/20210115174613/https://www.gov.uk/government/news/travel-ban-implemented-to-protect-public-health-following-south-africa-covid-19-outbreak",2.00,1,,2.00,,0.00,,0.00,,2.00,1,,2.00,,1.00,,0.00,,0.00,,0.00,,,,,,,3.00,1,,0.00,,,,,,,,1,,1,,80+ yrs,80+ yrs,0,0,0,2,5,,0,,2188587,89913,NV,0.00,39.81,39.81,39.81,39.81,45.94,45.94,45.94,45.94,38.21,38.21,38.21,38.21,100.00
United Kingdom,GBR,,,NAT_GOV,20201225,0.00,,,,,,,1.00,1,,,,,,2.00,1,,,,,,0.00,,,,,,,1.00,1,,,,,,0.00,,,,,,,0.00,,,,,,,3.00,,,,2.00,1,,2.00,,0.00,,0.00,,2.00,1,,2.00,,1.00,,0.00,,0.00,,0.00,,,,,,,3.00,1,,0.00,,,,,,,,1,,1,,80+ yrs,80+ yrs,0,0,0,2,5,,0,,2221312,90568,NV,0.00,39.81,39.81,39.81,39.81,45.94,45.94,45.94,45.94,38.21,38.21,38.21,38.21,100.00
United Kingdom,GBR,,,NAT_GOV,20201226,0.00,,,,,,,1.00,1,,,,,,2.00,1,,,,,,0.00,,,,,,,1.00,1,,,,,,0.00,,,,,,,0.00,,,,,,,3.00,,,,2.00,1,,2.00,,0.00,,0.00,,2.00,1,,2.00,,1.00,,0.00,,0.00,,0.00,,,,,,,3.00,1,,0.00,,,,,,,,1,,1,,80+ yrs,80+ yrs,0,0,0,2,5,,0,,2256005,91260,NV,0.00,39.81,39.81,39.81,39.81,45.94,45.94,45.94,45.94,38.21,38.21,38.21,38.21,100.00
United Kingdom,GBR,,,NAT_GOV,20201227,0.00,,,,,,,1.00,1,,,,,,2.00,1,,,,,,0.00,,,,,,,1.00,1,,,,,,0.00,,,,,,,0.00,,,,,,,3.00,,,,2.00,1,,2.00,,0.00,,0.00,,2.00,1,,2.00,,1.00,,0.00,,0.00,,0.00,,,,,,,3.00,1,,0.00,,,,,,,,1,,1,,80+ yrs,80+ yrs,0,0,0,2,5,,0,,2288345,91978,NV,0.00,39.81,39.81,39.81,39.81,45.94,45.94,45.94,45.94,38.21,38.21,38.21,38.21,100.00
United Kingdom,GBR,,,NAT_GOV,20201228,0.00,,,,,,,1.00,1,,,,,,2.00,1,,,,,,0.00,,,,,,,1.00,1,,,,,,0.00,,,,,,,0.00,,,,,,,3.00,,,,2.00,1,,2.00,,0.00,,0.00,,2.00,1,,2.00,,1.00,,0.00,,0.00,,0.00,,,,,,,3.00,1,,0.00,,,,,,,,1,,1,,80+ yrs,80+ yrs,0,0,0,2,5,,0,,2329730,92701,NV,0.00,39.81,39.81,39.81,39.81,45.94,45.94,45.94,45.94,38.21,38.21,38.21,38.21,100.00
United Kingdom,GBR,,,NAT_GOV,20201229,0.00,,,,,,,1.00,1,,,,,,2.00,1,,,,,,0.00,,,,,,,1.00,1,,,,,,0.00,,,,,,,0.00,,,,,,,3.00,,,,2.00,1,,2.00,,0.00,,0.00,,2.00,1,,2.00,,1.00,,0.00,,0.00,,0.00,,,,,,,3.00,1,,0.00,,,,,,,,1,,1,,80+ yrs,80+ yrs,0,0,0,2,5,,0,,2382865,93414,NV,0.00,39.81,39.81,39.81,39.81,45.94,45.94,45.94,45.94,38.21,38.21,38.21,38.21,100.00
United Kingdom,GBR,,,NAT_GOV,20201230,0.00,,,,,,,1.00,1,,,,,,2.00,1,,,,,,0.00,,,,,,,1.00,1,,,,,,0.00,,,,,,,0.00,,,,,,,3.00,,,,2.00,1,,2.00,,0.00,,0.00,,2.00,1,,2.00,,1.00,,0.00,,0.00,,0.00,,,,,,,3.00,1,,0.00,,,,,,,,1,,1,,80+ yrs,80+ yrs,0,0,0,2,5,,0,,2432888,94174,NV,0.00,39.81,39.81,39.81,39.81,45.94,45.94,45.94,45.94,38.21,38.21,38.21,38.21,100.00
United Kingdom,GBR,,,NAT_GOV,20201231,0.00,,,,,,,1.00,1,,,,,,2.00,1,,,,,,0.00,,,,,,,1.00,1,,,,,,0.00,,,,,,,0.00,,,,,,,3.00,,,,2.00,1,,2.00,,0.00,,0.00,,2.00,1,,2.00,,1.00,,0.00,,0.00,,0.00,,,,,,,3.00,1,,0.00,,,,,,,,1,,1,,80+ yrs,80+ yrs,0,0,0,2,5,,0,,2488780,94998,NV,0.00,39.81,39.81,39.81,39.81,45.94,45.94,45.94,45.94,38.21,38.21,38.21,38.21,100.00
United Kingdom,GBR,,,NAT_GOV,20210101,0.00,,,,,,,1.00,1,,,,,,2.00,1,,,,,,0.00,,,,,,,1.00,1,,,,,,0.00,,,,,,,0.00,,,,,,,3.00,,,,2.00,1,,2.00,,0.00,,0.00,,2.00,1,,2.00,,1.00,,0.00,,0.00,,0.00,,,,,,,3.00,1,,0.00,,,,,,,,1,,1,,80+ yrs,80+ yrs,0,0,0,2,5,,0,,2542065,95807,NV,0.00,39.81,39.81,39.81,39.81,45.94,45.94,45.94,45.94,38.21,38.21,38.21,38.21,100.00
United Kingdom,GBR,,,NAT_GOV,20210102,0.00,,,,,,,1.00,1,,,,,,2.00,1,,,,,,0.00,,,,,,,1.00,1,,,,,,0.00,,,,,,,0.00,,,,,,,3.00,,,,2.00,1,,2.00,,0.00,,0.00,,2.00,1,,2.00,,1.00,,0.00,,0.00,,0.00,,,,,,,3.00,1,,0.00,,,,,,,,1,,1,,80+ yrs,80+ yrs,0,0,0,2,5,,0,,2599789,96640,NV,0.00,39.81,39.81,39.81,39.81,45.94,45.94,45.94,45.94,38.21,38.21,38.21,38.21,100.00
United Kingdom,GBR,,,NAT_GOV,20210103,0.00,,,,,,,1.00,1,,,,,,2.00,1,,,,,,0.00,,,,,,,1.00,1,,,,,,0.00,,,,,,,0.00,,,,,,,3.00,,,,2.00,1,,2.00,,0.00,,0.00,,2.00,1,,2.00,,1.00,,0.00,,0.00,,0.00,,,,,,,3.00,1,,0.00,,,,,,,,1,,1,,80+ yrs,80+ yrs,0,0,0,2,5,,0,,2654779,97447,NV,0.00,39.81,39.81,39.81,39.81,45.94,45.94,45.94,45.94,38.21,38.21,38.21,38.21,100.00
United Kingdom,GBR,,,NAT_GOV,20210104,0.00,,,,,,,1.00,1,,,,,,2.00,1,,,,,,0.00,,,,,,,1.00,1,,,,,,0.00,,,,,,,0.00,,,,,,,3.00,,,,2.00,1,,2.00,,0.00,,0.00,,2.00,1,,2.00,,1.00,,0.00,,0.00,,0.00,,,,,,,3.00,1,,0.00,,,,,,,,1,,1,,80+ yrs,80+ yrs,0,0,0,2,5,,0,,2713563,98343,NV,0.00,39.81,39.81,39.81,39.81,45.94,45.94,45.94,45.94,38.21,38.21,38.21,38.21,100.00
United Kingdom,GBR,,,NAT_GOV,20210105,0.00,,,,,,,1.00,1,,,,,,2.00,1,,,,,,0.00,,,,,,,1.00,1,,,,,,0.00,,,,,,,0.00,,,,,,,3.00,,,,2.00,1,,2.00,,0.00,,0.00,,2.00,1,,2.00,,1.00,,0.00,,0.00,,0.00,,,,,,,3.00,1,,0.00,,,,,,,,1,,1,,80+ yrs,80+ yrs,0,0,0,2,5,,0,,2774479,99316,NV,0.00,39.81,39.81,39.81,39.81,45.94,45.94,45.94,45.94,38.21,38.21,38.21,38.21,100.00
United Kingdom,GBR,,,NAT_GOV,20210106,0.00,,,,,,,1.00,1,,,,,,2.00,1,,,,,,0.00,,,,,,,1.00,1,,,,,,0.00,,,,,,,0.00,,,,,,,3.00,,,,2.00,1,,2.00,,0.00,,0.00,,2.00,1,,2.00,,1.00,,0.00,,0.00,,0.00,,,,,,,3.00,1,,0.00,,,,,,,,1,,1,,80+ yrs,80+ yrs,0,0,0,2,5,,0,,2836801,100330,NV,0.00,39.81,39.81,39.81,39.81,45.94,45.94,45.94,45.94,38.21,38.21,38.21,38.21,100.00
United Kingdom,GBR,,,NAT_GOV,20210107,0.00,,,,,,,1.00,1,,,,,,2.00,1,,,,,,0.00,,,,,,,1.00,1,,,,,,0.00,,,,,,,0.00,,,,,,,3.00,,,,2.00,1,,2.00,,0.00,,0.00,,2.00,1,,2.00,,1.00,,0.00,,0.00,,0.00,,,,,,,3.00,1,,0.00,,,,,,,,1,,1,,80+ yrs,80+ yrs,0,0,0,2,5,,0,,2889419,101386,NV,0.00,39.81,39.81,39.81,39.81,45.94,45.94,45.94,45.94,38.21,38.21,38.21,38.21,100.00
United Kingdom,GBR,,,NAT_GOV,20210108,0.00,,,,,,,1.00,1,,,,,,2.00,1,,,,,,0.00,,,,,,,1.00,1,,,,,,0.00,,,,,,,0.00,,,,,,,3.00,,,"Covid-19: Travellers to UK will need to show negative test result https://web.archive.org/web/20210108163843/https://www.bbc.com/news/uk-55582116",2.00,1,,2.00,,0.00,,0.00,,2.00,1,,2.00,,1.00,,0.00,,0.00,,0.00,,,,,,,3.00,1,,0.00,,,,,,,,1,,1,,80+ yrs,80+ yrs,0,0,0,2,5,,0,,2957472,102438,NV,0.00,39.81,39.81,39.81,39.81,45.94,45.94,45.94,45.94,38.21,38.21,38.21,38.21,100.00
United Kingdom,GBR,,,NAT_GOV,20210109,0.00,,,,,,,1.00,1,,,,,,2.00,1,,,,,,0.00,,,,,,,1.00,1,,,,,,0.00,,,,,,,0.00,,,,,,,3.00,,,"travel restrictions extended to southern African countries from 4am Saturday 9 January (2021) to protect against the spread of a new COVID-19 variant initially detected in South Africa      https://web.archive.org/web/20210110180332/https://www.gov.uk/government/news/travel-restrictions-update-south-africa-ban-extended-israel-and-jerusalem-removed-from-travel-corridors-list",2.00,1,,2.00,,0.00,,0.00,,2.00,1,,2.00,,1.00,,0.00,,0.00,,0.00,,,,,,,3.00,1,,0.00,,,,,,,,1,,1,,80+ yrs,80+ yrs,0,0,0,2,5,,0,,3017409,103532,NV,0.00,39.81,39.81,39.81,39.81,45.94,45.94,45.94,45.94,38.21,38.21,38.21,38.21,100.00
United Kingdom,GBR,,,NAT_GOV,20210110,0.00,,,,,,,1.00,1,,,,,,2.00,1,,,,,,0.00,,,,,,,1.00,1,,,,,,0.00,,,,,,,0.00,,,,,,,3.00,,,,2.00,1,,2.00,,0.00,,0.00,,2.00,1,,2.00,,1.00,,0.00,,0.00,,0.00,,,,,,,3.00,1,,0.00,,,,,,,,1,,1,,80+ yrs,80+ yrs,0,0,0,2,5,,0,,3072349,104705,NV,0.58,39.81,39.81,39.81,39.81,45.94,45.94,45.94,45.94,38.21,38.21,38.21,38.21,100.00
United Kingdom,GBR,,,NAT_GOV,20210111,0.00,,,,,,,1.00,1,,,,,,2.00,1,,,,,,0.00,,,,,,,1.00,1,,,,,,0.00,,,,,,,0.00,,,,,,,3.00,,,,2.00,1,,2.00,,0.00,,0.00,,2.00,1,,2.00,,1.00,,0.00,,0.00,,0.00,,,,,,,3.00,1,,0.00,,,,,,,,1,,1,,80+ yrs,80+ yrs,0,0,0,2,5,,0,,3118518,105949,NV,0.61,39.81,39.81,39.81,39.81,45.94,45.94,45.94,45.94,38.21,38.21,38.21,38.21,100.00
United Kingdom,GBR,,,NAT_GOV,20210112,0.00,,,,,,,1.00,1,,,,,,2.00,1,,,,,,0.00,,,,,,,1.00,1,,,,,,0.00,,,,,,,0.00,,,,,,,3.00,,,,2.00,1,,2.00,,0.00,,0.00,,2.00,1,,2.00,,1.00,,0.00,,0.00,,0.00,,,,,,,3.00,1,,0.00,,,,,,,,1,,1,,80+ yrs,80+ yrs,0,0,0,2,5,,0,,3164051,107269,NV,0.63,39.81,39.81,39.81,39.81,45.94,45.94,45.94,45.94,38.21,38.21,38.21,38.21,100.00
United Kingdom,GBR,,,NAT_GOV,20210113,0.00,,,,,,,1.00,1,,,,,,2.00,1,,,,,,0.00,,,,,,,1.00,1,,,,,,0.00,,,,,,,0.00,,,,,,,3.00,,,,2.00,1,,2.00,,0.00,,0.00,,2.00,1,,2.00,,1.00,,0.00,,0.00,,0.00,,,,,,,3.00,1,,0.00,,,,,,,,1,,1,,80+ yrs,80+ yrs,0,0,0,2,5,,0,,3211576,108578,NV,0.65,39.81,39.81,39.81,39.81,45.94,45.94,45.94,45.94,38.21,38.21,38.21,38.21,100.00
United Kingdom,GBR,,,NAT_GOV,20210114,0.00,,,,,,,1.00,1,,,,,,2.00,1,,,,,,0.00,,,,,,,1.00,1,,,,,,0.00,,,,,,,0.00,,,,,,,3.00,,,,2.00,1,,2.00,,0.00,,0.00,,2.00,1,,2.00,,1.00,,0.00,,0.00,,0.00,,,,,,,3.00,1,,0.00,,,,,,,,1,,1,,80+ yrs,80+ yrs,0,0,0,2,5,,0,,3260258,109919,NV,0.66,39.81,39.81,39.81,39.81,45.94,45.94,45.94,45.94,38.21,38.21,38.21,38.21,100.00
United Kingdom,GBR,,,NAT_GOV,20210115,0.00,,,,,,,1.00,1,,,,,,2.00,1,,,,,,0.00,,,,,,,1.00,1,,,,,,0.00,,,,,,,0.00,,,,,,,3.00,,,,2.00,1,,2.00,,0.00,,0.00,,2.00,1,,2.00,,1.00,,0.00,,0.00,,0.00,,,,,,,3.00,1,,0.00,,,,,,,,1,,1,,80+ yrs,80+ yrs,0,0,0,2,5,,0,,3316019,111243,NV,0.66,39.81,39.81,39.81,39.81,45.94,45.94,45.94,45.94,38.21,38.21,38.21,38.21,100.00
United Kingdom,GBR,,,NAT_GOV,20210116,0.00,,,,,,,1.00,1,,,,,,2.00,1,,,,,,0.00,,,,,,,1.00,1,,,,,,0.00,,,,,,,0.00,,,,,,,3.00,,,,2.00,1,,2.00,,0.00,,0.00,,2.00,1,,2.00,,1.00,,0.00,,0.00,,0.00,,,,,,,3.00,1,,0.00,,,,,,,,1,,1,,80+ yrs,80+ yrs,0,0,0,2,5,,0,,3357361,112662,NV,0.67,39.81,39.81,39.81,39.81,45.94,45.94,45.94,45.94,38.21,38.21,38.21,38.21,100.00
United Kingdom,GBR,,,NAT_GOV,20210117,0.00,,,,,,,1.00,1,,,,,,2.00,1,,,,,,0.00,,,,,,,1.00,1,,,,,,0.00,,,,,,,0.00,,,,,,,3.00,,,,2.00,1,,2.00,,0.00,,0.00,,2.00,1,,2.00,,1.00,,0.00,,0.00,,0.00,,,,,,,3.00,1,,0.00,,,,,,,,1,,1,,80+ yrs,80+ yrs,0,0,0,2,5,,0,,3395959,114023,NV,0.67,39.81,39.81,39.81,39.81,45.94,45.94,45.94,45.94,38.21,38.21,38.21,38.21,100.00
United Kingdom,GBR,,,NAT_GOV,20210118,0.00,,,,,,,1.00,1,,,,,,2.00,1,,,,,,0.00,,,,,,,1.00,1,,,,,,0.00,,,,,,,0.00,,,,,,,3.00,,,,2.00,1,,2.00,,0.00,,0.00,,2.00,1,,2.00,,1.00,,0.00,,0.00,,0.00,,,,,,,3.00,1,,0.00,,,,,,,,1,,1,,80+ yrs,80+ yrs,0,0,0,2,5,,0,,3433494,115424,NV,0.68,39.81,39.81,39.81,39.81,45.94,45.94,45.94,45.94,38.21,38.21,38.21,38.21,100.00
United Kingdom,GBR,,,NAT_GOV,20210119,0.00,,,,,,,1.00,1,,,,,,2.00,1,,,,,,0.00,,,,,,,1.00,1,,,,,,0.00,,,,,,,0.00,,,,,,,3.00,,,,2.00,1,,2.00,,0.00,,0.00,,2.00,1,,2.00,,1.00,,0.00,,0.00,,0.00,,,,,,,3.00,1,,0.00,,,,,,,,1,,1,"19/1 - 12/2/21  Who can get the COVID-19 vaccine  The NHS is currently offering the COVID-19 vaccine to people most at risk from coronavirus.    It's being given to:    people aged 80 and over  some people aged 70 and over  some people who are clinically extremely vulnerable  people who live or work in care homes  health and social care workers    https://web.archive.org/web/20210119133704/http://www.nhs.uk/conditions/coronavirus-covid-19/coronavirus-vaccination/coronavirus-vaccine",70-74 yrs,70-74 yrs,1,0,0,2,5,"Free",0,"No mandates",3466849,116914,NV,0.68,39.81,39.81,39.81,39.81,45.94,45.94,45.94,45.94,38.21,38.21,38.21,38.21,100.00
United Kingdom,GBR,,,NAT_GOV,20210120,0.00,,,,,,,1.00,1,,,,,,2.00,1,,,,,,0.00,,,,,,,1.00,1,,,,,,0.00,,,,,,,0.00,,,,,,,3.00,,,,2.00,1,,2.00,,0.00,,0.00,,2.00,1,,2.00,,1.00,,0.00,,0.00,,0.00,,,,,,,3.00,1,,0.00,,,,,,,,1,,1,,70-74 yrs,70-74 yrs,1,0,0,2,5,,0,,3505754,118297,NV,0.69,39.81,39.81,39.81,39.81,45.94,45.94,45.94,45.94,38.21,38.21,38.21,38.21,100.00
United Kingdom,GBR,,,NAT_GOV,20210121,0.00,,,,,,,1.00,1,,,,,,2.00,1,,,,,,0.00,,,,,,,1.00,1,,,,,,0.00,,,,,,,0.00,,,,,,,3.00,,,,2.00,1,,2.00,,0.00,,0.00,,2.00,1,,2.00,,1.00,,0.00,,0.00,,0.00,,,,,,,3.00,1,,0.00,,,,,,,,1,,1,,70-74 yrs,70-74 yrs,1,0,0,2,5,,0,,3543646,119647,NV,0.69,39.81,39.81,39.81,39.81,45.94,45.94,45.94,45.94,38.21,38.21,38.21,38.21,100.00
United Kingdom,GBR,,,NAT_GOV,20210122,0.00,,,,,,,1.00,1,,,,,,2.00,1,,,,,,0.00,,,,,,,1.00,1,,,,,,0.00,,,,,,,0.00,,,,,,,3.00,,,"Visitors arriving into the UK who have been in or transited through South Africa in the previous 10 days will not be permitted entry    https://web.archive.org/web/20210129100757/https://www.gov.uk/foreign-travel-advice/south-africa",2.00,1,,2.00,,0.00,,0.00,,2.00,1,,2.00,,1.00,,0.00,,0.00,,0.00,,,,,,,3.00,1,,0.00,,,,,,,,1,,1,,70-74 yrs,70-74 yrs,1,0,0,2,5,,0,,3583907,120982,NV,0.69,39.81,39.81,39.81,39.81,45.94,45.94,45.94,45.94,38.21,38.21,38.21,38.21,100.00
